peakIndex
88
912
1748
2591
3464
4381
5324
6253
7154
8065
9011
9986
10960
11913
12829
13714
14616
15552
16491
17408
18291
19194
20114
21035
21954
22863
23721
24554
25399
26297
27261
28243
29182
30110
31046
31984
32866
33713
34577
35452
36343
37212
38074
38966
39893
40844
41790
42699
43586
44486
45406
46336
47259
48130
48956
49809
50714
51644
52541
53431
54314
55127
55955
56780
57578
58406
59268
60162
61034
61852
62659
63482
64350
65271
66213
67119
68034
68975
69908
70794
71678
72591
73516
74399
75249
76126
77034
77947
78819
79682
80570
81498
82440
83357
84211
85014
85837
86704
87657
88633
89568
90469
91380
92295
93201
94062
94925
95824
96750
97694
98628
99513
100420
101355
102294
103178
104069
104962
105844
106687
107510
108355
109256
110162
111077
111952
112775
113602
114463
115390
116329
117234
118101
118979
119874
120784
121699
122588
123499
124424
125350
126258
127108
127919
128755
129636
130584
131543
132417
133286
134175
135088
136021
136939
137802
138695
139608
140525
141398
142247
143125
144045
144981
145894
146754
147622
148515
149427
150321
151183
152093
153034
153982
154898
155766
156656
157563
158496
159418
160273
161117
161997
162930
163889
164784
165668
166568
167497
168433
169348
170198
171028
171882
172780
173712
174605
175444
176270
177108
177975
178861
179711
180578
181458
182363
183251
184100
184971
185875
186798
187679
188529
189401
190297
191216
192120
192988
193887
194816
195747
196640
197480
198343
199247
200176
201076
201924
202785
203694
204647
205571
206490
207423
208351
209234
210060
210896
211744
212618
213482
214366
215302
216270
217222
218116
218975
219851
220752
221675
222586
223451
224279
225124
225985
226887
227787
228648
229528
230426
231341
232267
233172
234062
234982
235927
236868
237754
238649
239574
240478
241366
242271
243189
244120
244997
245842
246707
247631
248616
249566
250522
251492
252464
253381
254243
255115
256005
256898
257773
258685
259626
260573
261486
262440
263401
264366
265326
266276
267218
268178
269143
270080
270967
271855
272789
273766
274744
275686
276564
277453
278361
279272
280165
281013
281868
282752
283658
284546
285434
286355
287292
288215
289083
289908
290746
291607
292502
293394
294256
295159
296077
296965
297804
298645
299499
300360
301184
302017
302875
303751
304622
305474
306353
307254
308146
309005
309879
310783
311705
312618
313504
314333
315166
316033
316962
317892
318854
319824
320813
321773
322691
323532
324368
325222
326101
327002
327881
328733
329627
330557
331498
332397
333234
