samples
873
850
837
1041
1020
881
857
836
791
810
1134
1027
986
923
823
805
928
988
1029
1025
952
869
812
891
951
901
842
925
1133
1005
956
945
895
847
933
948
899
1034
1064
976
922
911
859
824
933
1009
1019
1047
975
863
867
900
880
845
983
1048
959
928
881
839
904
916
902
886
940
931
860
937
959
884
886
939
880
851
917
904
823
880
894
841
808
877
899
833
839
910
898
807
854
881
844
784
863
900
867
812
871
908
825
838
876
872
810
864
909
880
818
866
862
791
815
886
881
811
874
904
867
813
885
907
831
868
890
855
802
852
921
920
849
910
924
873
870
915
904
827
869
902
898
850
947
894
819
914
940
917
798
864
869
827
827
883
897
815
829
877
844
808
874
879
805
836
873
876
819
893
900
812
779
845
877
831
820
867
886
805
847
874
844
768
840
856
807
787
870
885
832
785
854
862
795
789
854
868
821
827
895
892
815
826
860
860
793
856
880
848
821
895
903
833
838
870
863
794
854
880
877
834
887
919
864
880
926
879
828
897
869
805
875
911
865
858
916
923
823
880
899
852
791
841
890
852
819
887
885
805
871
905
894
811
862
900
894
808
855
888
876
796
886
912
837
805
875
899
821
858
875
825
792
842
861
809
792
866
885
807
813
840
822
771
820
874
857
789
851
866
803
798
830
836
765
790
815
831
759
795
843
801
779
881
925
810
835
863
831
771
831
855
763
796
904
877
805
846
859
791
793
837
847
797
832
877
839
783
842
870
803
825
870
857
790
855
885
825
824
862
821
781
828
841
787
803
845
829
759
813
859
868
803
869
904
837
822
866
867
796
847
902
872
820
878
885
824
854
938
941
851
889
917
886
831
892
908
861
916
932
872
835
879
866
801
846
872
843
